2024-04-05 16:33:46,379 | WARNING | GitHub exception with repo lzwme/chatgpt-sites, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/lzwme/chatgpt-sites.git', '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-05 23:20:02,948 | WARNING | GitHub exception with repo all-in-aigc/aiwallpaper, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/all-in-aigc/aiwallpaper.git', '/Volumes/T7/data/repos/TypeScript/all-in-aigc@aiwallpaper'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/all-in-aigc@aiwallpaper'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:20:02,948 | WARNING | GitHub exception with repo all-in-aigc/aiwallpaper, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/all-in-aigc/aiwallpaper.git', '/Volumes/T7/data/repos/TypeScript/all-in-aigc@aiwallpaper'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/all-in-aigc@aiwallpaper'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:20:02,948 | WARNING | GitHub exception with repo all-in-aigc/aiwallpaper, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/all-in-aigc/aiwallpaper.git', '/Volumes/T7/data/repos/TypeScript/all-in-aigc@aiwallpaper'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/all-in-aigc@aiwallpaper'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:20:02,948 | WARNING | GitHub exception with repo all-in-aigc/aiwallpaper, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/all-in-aigc/aiwallpaper.git', '/Volumes/T7/data/repos/TypeScript/all-in-aigc@aiwallpaper'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/all-in-aigc@aiwallpaper'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:20:02,948 | WARNING | GitHub exception with repo all-in-aigc/aiwallpaper, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/all-in-aigc/aiwallpaper.git', '/Volumes/T7/data/repos/TypeScript/all-in-aigc@aiwallpaper'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/all-in-aigc@aiwallpaper'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:20:02,948 | WARNING | GitHub exception with repo all-in-aigc/aiwallpaper, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/all-in-aigc/aiwallpaper.git', '/Volumes/T7/data/repos/TypeScript/all-in-aigc@aiwallpaper'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/all-in-aigc@aiwallpaper'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:20:02,948 | WARNING | GitHub exception with repo all-in-aigc/aiwallpaper, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/all-in-aigc/aiwallpaper.git', '/Volumes/T7/data/repos/TypeScript/all-in-aigc@aiwallpaper'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/all-in-aigc@aiwallpaper'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:23:47,977 | WARNING | GitHub exception with repo douo/raycast-openai-translator, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/douo/raycast-openai-translator.git', '/Volumes/T7/data/repos/TypeScript/douo@raycast-openai-translator'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/douo@raycast-openai-translator'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:23:47,977 | WARNING | GitHub exception with repo douo/raycast-openai-translator, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/douo/raycast-openai-translator.git', '/Volumes/T7/data/repos/TypeScript/douo@raycast-openai-translator'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/douo@raycast-openai-translator'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:23:47,977 | WARNING | GitHub exception with repo douo/raycast-openai-translator, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/douo/raycast-openai-translator.git', '/Volumes/T7/data/repos/TypeScript/douo@raycast-openai-translator'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/douo@raycast-openai-translator'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:23:47,977 | WARNING | GitHub exception with repo douo/raycast-openai-translator, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/douo/raycast-openai-translator.git', '/Volumes/T7/data/repos/TypeScript/douo@raycast-openai-translator'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/douo@raycast-openai-translator'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:23:47,977 | WARNING | GitHub exception with repo douo/raycast-openai-translator, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/douo/raycast-openai-translator.git', '/Volumes/T7/data/repos/TypeScript/douo@raycast-openai-translator'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/douo@raycast-openai-translator'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:23:47,977 | WARNING | GitHub exception with repo douo/raycast-openai-translator, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/douo/raycast-openai-translator.git', '/Volumes/T7/data/repos/TypeScript/douo@raycast-openai-translator'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/douo@raycast-openai-translator'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:23:47,977 | WARNING | GitHub exception with repo douo/raycast-openai-translator, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/douo/raycast-openai-translator.git', '/Volumes/T7/data/repos/TypeScript/douo@raycast-openai-translator'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/douo@raycast-openai-translator'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:23:47,977 | WARNING | GitHub exception with repo douo/raycast-openai-translator, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/douo/raycast-openai-translator.git', '/Volumes/T7/data/repos/TypeScript/douo@raycast-openai-translator'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/douo@raycast-openai-translator'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:23:47,977 | WARNING | GitHub exception with repo douo/raycast-openai-translator, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/douo/raycast-openai-translator.git', '/Volumes/T7/data/repos/TypeScript/douo@raycast-openai-translator'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/douo@raycast-openai-translator'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:25:26,737 | WARNING | GitHub exception with repo google/aside, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/google/aside.git', '/Volumes/T7/data/repos/TypeScript/google@aside'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/google@aside'...\nPOST git-upload-pack (gzip 1177 to 638 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:25:26,737 | WARNING | GitHub exception with repo google/aside, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/google/aside.git', '/Volumes/T7/data/repos/TypeScript/google@aside'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/google@aside'...\nPOST git-upload-pack (gzip 1177 to 638 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:25:26,737 | WARNING | GitHub exception with repo google/aside, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/google/aside.git', '/Volumes/T7/data/repos/TypeScript/google@aside'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/google@aside'...\nPOST git-upload-pack (gzip 1177 to 638 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:25:26,737 | WARNING | GitHub exception with repo google/aside, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/google/aside.git', '/Volumes/T7/data/repos/TypeScript/google@aside'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/google@aside'...\nPOST git-upload-pack (gzip 1177 to 638 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:25:26,737 | WARNING | GitHub exception with repo google/aside, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/google/aside.git', '/Volumes/T7/data/repos/TypeScript/google@aside'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/google@aside'...\nPOST git-upload-pack (gzip 1177 to 638 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:25:26,737 | WARNING | GitHub exception with repo google/aside, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/google/aside.git', '/Volumes/T7/data/repos/TypeScript/google@aside'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/google@aside'...\nPOST git-upload-pack (gzip 1177 to 638 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:25:26,737 | WARNING | GitHub exception with repo google/aside, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/google/aside.git', '/Volumes/T7/data/repos/TypeScript/google@aside'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/google@aside'...\nPOST git-upload-pack (gzip 1177 to 638 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:25:26,737 | WARNING | GitHub exception with repo google/aside, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/google/aside.git', '/Volumes/T7/data/repos/TypeScript/google@aside'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/google@aside'...\nPOST git-upload-pack (gzip 1177 to 638 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:25:26,737 | WARNING | GitHub exception with repo google/aside, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/google/aside.git', '/Volumes/T7/data/repos/TypeScript/google@aside'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/google@aside'...\nPOST git-upload-pack (gzip 1177 to 638 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:31:13,505 | WARNING | GitHub exception with repo kumaaa-inc/shadow-panda, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/kumaaa-inc/shadow-panda.git', '/Volumes/T7/data/repos/TypeScript/kumaaa-inc@shadow-panda'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/kumaaa-inc@shadow-panda'...\nPOST git-upload-pack (gzip 1627 to 876 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:31:13,505 | WARNING | GitHub exception with repo kumaaa-inc/shadow-panda, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/kumaaa-inc/shadow-panda.git', '/Volumes/T7/data/repos/TypeScript/kumaaa-inc@shadow-panda'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/kumaaa-inc@shadow-panda'...\nPOST git-upload-pack (gzip 1627 to 876 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:31:13,505 | WARNING | GitHub exception with repo kumaaa-inc/shadow-panda, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/kumaaa-inc/shadow-panda.git', '/Volumes/T7/data/repos/TypeScript/kumaaa-inc@shadow-panda'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/kumaaa-inc@shadow-panda'...\nPOST git-upload-pack (gzip 1627 to 876 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:31:13,505 | WARNING | GitHub exception with repo kumaaa-inc/shadow-panda, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/kumaaa-inc/shadow-panda.git', '/Volumes/T7/data/repos/TypeScript/kumaaa-inc@shadow-panda'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/kumaaa-inc@shadow-panda'...\nPOST git-upload-pack (gzip 1627 to 876 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:31:13,505 | WARNING | GitHub exception with repo kumaaa-inc/shadow-panda, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/kumaaa-inc/shadow-panda.git', '/Volumes/T7/data/repos/TypeScript/kumaaa-inc@shadow-panda'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/kumaaa-inc@shadow-panda'...\nPOST git-upload-pack (gzip 1627 to 876 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:31:13,505 | WARNING | GitHub exception with repo kumaaa-inc/shadow-panda, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/kumaaa-inc/shadow-panda.git', '/Volumes/T7/data/repos/TypeScript/kumaaa-inc@shadow-panda'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/kumaaa-inc@shadow-panda'...\nPOST git-upload-pack (gzip 1627 to 876 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:31:13,505 | WARNING | GitHub exception with repo kumaaa-inc/shadow-panda, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/kumaaa-inc/shadow-panda.git', '/Volumes/T7/data/repos/TypeScript/kumaaa-inc@shadow-panda'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/kumaaa-inc@shadow-panda'...\nPOST git-upload-pack (gzip 1627 to 876 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:31:13,505 | WARNING | GitHub exception with repo kumaaa-inc/shadow-panda, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/kumaaa-inc/shadow-panda.git', '/Volumes/T7/data/repos/TypeScript/kumaaa-inc@shadow-panda'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/kumaaa-inc@shadow-panda'...\nPOST git-upload-pack (gzip 1627 to 876 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:31:13,505 | WARNING | GitHub exception with repo kumaaa-inc/shadow-panda, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/kumaaa-inc/shadow-panda.git', '/Volumes/T7/data/repos/TypeScript/kumaaa-inc@shadow-panda'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/kumaaa-inc@shadow-panda'...\nPOST git-upload-pack (gzip 1627 to 876 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:33:31,118 | WARNING | GitHub exception with repo Enter-tainer/typst-preview, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/Enter-tainer/typst-preview.git', '/Volumes/T7/data/repos/TypeScript/Enter-tainer@typst-preview'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/Enter-tainer@typst-preview'...\nPOST git-upload-pack (gzip 2777 to 1451 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:33:31,118 | WARNING | GitHub exception with repo Enter-tainer/typst-preview, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/Enter-tainer/typst-preview.git', '/Volumes/T7/data/repos/TypeScript/Enter-tainer@typst-preview'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/Enter-tainer@typst-preview'...\nPOST git-upload-pack (gzip 2777 to 1451 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:33:31,118 | WARNING | GitHub exception with repo Enter-tainer/typst-preview, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/Enter-tainer/typst-preview.git', '/Volumes/T7/data/repos/TypeScript/Enter-tainer@typst-preview'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/Enter-tainer@typst-preview'...\nPOST git-upload-pack (gzip 2777 to 1451 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:33:31,118 | WARNING | GitHub exception with repo Enter-tainer/typst-preview, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/Enter-tainer/typst-preview.git', '/Volumes/T7/data/repos/TypeScript/Enter-tainer@typst-preview'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/Enter-tainer@typst-preview'...\nPOST git-upload-pack (gzip 2777 to 1451 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:33:31,118 | WARNING | GitHub exception with repo Enter-tainer/typst-preview, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/Enter-tainer/typst-preview.git', '/Volumes/T7/data/repos/TypeScript/Enter-tainer@typst-preview'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/Enter-tainer@typst-preview'...\nPOST git-upload-pack (gzip 2777 to 1451 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:33:31,118 | WARNING | GitHub exception with repo Enter-tainer/typst-preview, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/Enter-tainer/typst-preview.git', '/Volumes/T7/data/repos/TypeScript/Enter-tainer@typst-preview'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/Enter-tainer@typst-preview'...\nPOST git-upload-pack (gzip 2777 to 1451 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:33:31,118 | WARNING | GitHub exception with repo Enter-tainer/typst-preview, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/Enter-tainer/typst-preview.git', '/Volumes/T7/data/repos/TypeScript/Enter-tainer@typst-preview'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/Enter-tainer@typst-preview'...\nPOST git-upload-pack (gzip 2777 to 1451 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:33:31,118 | WARNING | GitHub exception with repo Enter-tainer/typst-preview, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/Enter-tainer/typst-preview.git', '/Volumes/T7/data/repos/TypeScript/Enter-tainer@typst-preview'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/Enter-tainer@typst-preview'...\nPOST git-upload-pack (gzip 2777 to 1451 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:33:31,118 | WARNING | GitHub exception with repo Enter-tainer/typst-preview, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/Enter-tainer/typst-preview.git', '/Volumes/T7/data/repos/TypeScript/Enter-tainer@typst-preview'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/Enter-tainer@typst-preview'...\nPOST git-upload-pack (gzip 2777 to 1451 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:34:58,887 | WARNING | GitHub exception with repo geng-haoran/Simulately, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/geng-haoran/Simulately.git', '/Volumes/T7/data/repos/TypeScript/geng-haoran@Simulately'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/geng-haoran@Simulately'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:34:58,887 | WARNING | GitHub exception with repo geng-haoran/Simulately, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/geng-haoran/Simulately.git', '/Volumes/T7/data/repos/TypeScript/geng-haoran@Simulately'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/geng-haoran@Simulately'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:34:58,887 | WARNING | GitHub exception with repo geng-haoran/Simulately, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/geng-haoran/Simulately.git', '/Volumes/T7/data/repos/TypeScript/geng-haoran@Simulately'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/geng-haoran@Simulately'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:34:58,887 | WARNING | GitHub exception with repo geng-haoran/Simulately, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/geng-haoran/Simulately.git', '/Volumes/T7/data/repos/TypeScript/geng-haoran@Simulately'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/geng-haoran@Simulately'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-05 23:34:58,887 | WARNING | GitHub exception with repo geng-haoran/Simulately, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/geng-haoran/Simulately.git', '/Volumes/T7/data/repos/TypeScript/geng-haoran@Simulately'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/geng-haoran@Simulately'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
